"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","INDPROD","TOT","IDX2015","Q","1974-Q3",38.14867,
"AUS","INDPROD","TOT","IDX2015","Q","1974-Q4",37.64138,
"AUS","INDPROD","TOT","IDX2015","Q","1975-Q1",34.96807,
"AUS","INDPROD","TOT","IDX2015","Q","1975-Q2",34.99971,
"AUS","INDPROD","TOT","IDX2015","Q","1975-Q3",35.63474,
"AUS","INDPROD","TOT","IDX2015","Q","1975-Q4",36.78839,
"AUS","INDPROD","TOT","IDX2015","Q","1976-Q1",35.65412,
"AUS","INDPROD","TOT","IDX2015","Q","1976-Q2",36.4968,
"AUS","INDPROD","TOT","IDX2015","Q","1976-Q3",37.24558,
"AUS","INDPROD","TOT","IDX2015","Q","1976-Q4",37.24892,
"AUS","INDPROD","TOT","IDX2015","Q","1977-Q1",37.47759,
"AUS","INDPROD","TOT","IDX2015","Q","1977-Q2",37.78782,
"AUS","INDPROD","TOT","IDX2015","Q","1977-Q3",37.58269,
"AUS","INDPROD","TOT","IDX2015","Q","1977-Q4",37.11188,
"AUS","INDPROD","TOT","IDX2015","Q","1978-Q1",37.22916,
"AUS","INDPROD","TOT","IDX2015","Q","1978-Q2",38.11392,
"AUS","INDPROD","TOT","IDX2015","Q","1978-Q3",38.27547,
"AUS","INDPROD","TOT","IDX2015","Q","1978-Q4",38.63907,
"AUS","INDPROD","TOT","IDX2015","Q","1979-Q1",39.39497,
"AUS","INDPROD","TOT","IDX2015","Q","1979-Q2",39.84775,
"AUS","INDPROD","TOT","IDX2015","Q","1979-Q3",40.70654,
"AUS","INDPROD","TOT","IDX2015","Q","1979-Q4",40.50201,
"AUS","INDPROD","TOT","IDX2015","Q","1980-Q1",40.80039,
"AUS","INDPROD","TOT","IDX2015","Q","1980-Q2",39.94367,
"AUS","INDPROD","TOT","IDX2015","Q","1980-Q3",40.63674,
"AUS","INDPROD","TOT","IDX2015","Q","1980-Q4",41.55067,
"AUS","INDPROD","TOT","IDX2015","Q","1981-Q1",41.92482,
"AUS","INDPROD","TOT","IDX2015","Q","1981-Q2",41.57574,
"AUS","INDPROD","TOT","IDX2015","Q","1981-Q3",41.79916,
"AUS","INDPROD","TOT","IDX2015","Q","1981-Q4",42.58468,
"AUS","INDPROD","TOT","IDX2015","Q","1982-Q1",42.25315,
"AUS","INDPROD","TOT","IDX2015","Q","1982-Q2",42.98566,
"AUS","INDPROD","TOT","IDX2015","Q","1982-Q3",41.89234,
"AUS","INDPROD","TOT","IDX2015","Q","1982-Q4",39.65508,
"AUS","INDPROD","TOT","IDX2015","Q","1983-Q1",38.86357,
"AUS","INDPROD","TOT","IDX2015","Q","1983-Q2",40.24951,
"AUS","INDPROD","TOT","IDX2015","Q","1983-Q3",40.22188,
"AUS","INDPROD","TOT","IDX2015","Q","1983-Q4",40.84407,
"AUS","INDPROD","TOT","IDX2015","Q","1984-Q1",42.0798,
"AUS","INDPROD","TOT","IDX2015","Q","1984-Q2",42.2257,
"AUS","INDPROD","TOT","IDX2015","Q","1984-Q3",43.76941,
"AUS","INDPROD","TOT","IDX2015","Q","1984-Q4",42.76797,
"AUS","INDPROD","TOT","IDX2015","Q","1985-Q1",43.89496,
"AUS","INDPROD","TOT","IDX2015","Q","1985-Q2",45.57393,
"AUS","INDPROD","TOT","IDX2015","Q","1985-Q3",45.82648,
"AUS","INDPROD","TOT","IDX2015","Q","1985-Q4",45.4739,
"AUS","INDPROD","TOT","IDX2015","Q","1986-Q1",45.09341,
"AUS","INDPROD","TOT","IDX2015","Q","1986-Q2",44.31777,
"AUS","INDPROD","TOT","IDX2015","Q","1986-Q3",44.93639,
"AUS","INDPROD","TOT","IDX2015","Q","1986-Q4",44.9124,
"AUS","INDPROD","TOT","IDX2015","Q","1987-Q1",45.65181,
"AUS","INDPROD","TOT","IDX2015","Q","1987-Q2",47.32281,
"AUS","INDPROD","TOT","IDX2015","Q","1987-Q3",48.28366,
"AUS","INDPROD","TOT","IDX2015","Q","1987-Q4",50.90999,
"AUS","INDPROD","TOT","IDX2015","Q","1988-Q1",50.94243,
"AUS","INDPROD","TOT","IDX2015","Q","1988-Q2",50.85421,
"AUS","INDPROD","TOT","IDX2015","Q","1988-Q3",51.27443,
"AUS","INDPROD","TOT","IDX2015","Q","1988-Q4",53.59626,
"AUS","INDPROD","TOT","IDX2015","Q","1989-Q1",53.03965,
"AUS","INDPROD","TOT","IDX2015","Q","1989-Q2",53.69555,
"AUS","INDPROD","TOT","IDX2015","Q","1989-Q3",53.648,
"AUS","INDPROD","TOT","IDX2015","Q","1989-Q4",53.3928,
"AUS","INDPROD","TOT","IDX2015","Q","1990-Q1",55.37166,
"AUS","INDPROD","TOT","IDX2015","Q","1990-Q2",55.03223,
"AUS","INDPROD","TOT","IDX2015","Q","1990-Q3",55.12532,
"AUS","INDPROD","TOT","IDX2015","Q","1990-Q4",55.02488,
"AUS","INDPROD","TOT","IDX2015","Q","1991-Q1",54.23881,
"AUS","INDPROD","TOT","IDX2015","Q","1991-Q2",54.44878,
"AUS","INDPROD","TOT","IDX2015","Q","1991-Q3",54.67347,
"AUS","INDPROD","TOT","IDX2015","Q","1991-Q4",55.13017,
"AUS","INDPROD","TOT","IDX2015","Q","1992-Q1",54.60881,
"AUS","INDPROD","TOT","IDX2015","Q","1992-Q2",54.51782,
"AUS","INDPROD","TOT","IDX2015","Q","1992-Q3",54.7056,
"AUS","INDPROD","TOT","IDX2015","Q","1992-Q4",55.5713,
"AUS","INDPROD","TOT","IDX2015","Q","1993-Q1",55.84784,
"AUS","INDPROD","TOT","IDX2015","Q","1993-Q2",56.80624,
"AUS","INDPROD","TOT","IDX2015","Q","1993-Q3",56.1777,
"AUS","INDPROD","TOT","IDX2015","Q","1993-Q4",57.01152,
"AUS","INDPROD","TOT","IDX2015","Q","1994-Q1",58.32857,
"AUS","INDPROD","TOT","IDX2015","Q","1994-Q2",58.66286,
"AUS","INDPROD","TOT","IDX2015","Q","1994-Q3",60.04586,
"AUS","INDPROD","TOT","IDX2015","Q","1994-Q4",59.99407,
"AUS","INDPROD","TOT","IDX2015","Q","1995-Q1",59.54886,
"AUS","INDPROD","TOT","IDX2015","Q","1995-Q2",60.39321,
"AUS","INDPROD","TOT","IDX2015","Q","1995-Q3",61.6752,
"AUS","INDPROD","TOT","IDX2015","Q","1995-Q4",62.18448,
"AUS","INDPROD","TOT","IDX2015","Q","1996-Q1",63.79311,
"AUS","INDPROD","TOT","IDX2015","Q","1996-Q2",63.03499,
"AUS","INDPROD","TOT","IDX2015","Q","1996-Q3",63.25367,
"AUS","INDPROD","TOT","IDX2015","Q","1996-Q4",63.63132,
"AUS","INDPROD","TOT","IDX2015","Q","1997-Q1",62.71048,
"AUS","INDPROD","TOT","IDX2015","Q","1997-Q2",63.99623,
"AUS","INDPROD","TOT","IDX2015","Q","1997-Q3",64.62486,
"AUS","INDPROD","TOT","IDX2015","Q","1997-Q4",65.72571,
"AUS","INDPROD","TOT","IDX2015","Q","1998-Q1",65.89043,
"AUS","INDPROD","TOT","IDX2015","Q","1998-Q2",66.69408,
"AUS","INDPROD","TOT","IDX2015","Q","1998-Q3",66.28448,
"AUS","INDPROD","TOT","IDX2015","Q","1998-Q4",66.52576,
"AUS","INDPROD","TOT","IDX2015","Q","1999-Q1",67.48153,
"AUS","INDPROD","TOT","IDX2015","Q","1999-Q2",66.28236,
"AUS","INDPROD","TOT","IDX2015","Q","1999-Q3",66.85236,
"AUS","INDPROD","TOT","IDX2015","Q","1999-Q4",67.25623,
"AUS","INDPROD","TOT","IDX2015","Q","2000-Q1",69.95158,
"AUS","INDPROD","TOT","IDX2015","Q","2000-Q2",70.35775,
"AUS","INDPROD","TOT","IDX2015","Q","2000-Q3",71.35876,
"AUS","INDPROD","TOT","IDX2015","Q","2000-Q4",71.72068,
"AUS","INDPROD","TOT","IDX2015","Q","2001-Q1",71.46754,
"AUS","INDPROD","TOT","IDX2015","Q","2001-Q2",71.8204,
"AUS","INDPROD","TOT","IDX2015","Q","2001-Q3",71.71391,
"AUS","INDPROD","TOT","IDX2015","Q","2001-Q4",72.65266,
"AUS","INDPROD","TOT","IDX2015","Q","2002-Q1",73.37668,
"AUS","INDPROD","TOT","IDX2015","Q","2002-Q2",73.35547,
"AUS","INDPROD","TOT","IDX2015","Q","2002-Q3",73.76163,
"AUS","INDPROD","TOT","IDX2015","Q","2002-Q4",74.57504,
"AUS","INDPROD","TOT","IDX2015","Q","2003-Q1",74.70514,
"AUS","INDPROD","TOT","IDX2015","Q","2003-Q2",73.72914,
"AUS","INDPROD","TOT","IDX2015","Q","2003-Q3",73.24068,
"AUS","INDPROD","TOT","IDX2015","Q","2003-Q4",73.38514,
"AUS","INDPROD","TOT","IDX2015","Q","2004-Q1",74.47999,
"AUS","INDPROD","TOT","IDX2015","Q","2004-Q2",74.39984,
"AUS","INDPROD","TOT","IDX2015","Q","2004-Q3",74.62982,
"AUS","INDPROD","TOT","IDX2015","Q","2004-Q4",74.44023,
"AUS","INDPROD","TOT","IDX2015","Q","2005-Q1",75.59433,
"AUS","INDPROD","TOT","IDX2015","Q","2005-Q2",76.54408,
"AUS","INDPROD","TOT","IDX2015","Q","2005-Q3",76.10534,
"AUS","INDPROD","TOT","IDX2015","Q","2005-Q4",75.75941,
"AUS","INDPROD","TOT","IDX2015","Q","2006-Q1",75.18736,
"AUS","INDPROD","TOT","IDX2015","Q","2006-Q2",76.22145,
"AUS","INDPROD","TOT","IDX2015","Q","2006-Q3",78.31958,
"AUS","INDPROD","TOT","IDX2015","Q","2006-Q4",79.74105,
"AUS","INDPROD","TOT","IDX2015","Q","2007-Q1",79.67558,
"AUS","INDPROD","TOT","IDX2015","Q","2007-Q2",79.73358,
"AUS","INDPROD","TOT","IDX2015","Q","2007-Q3",80.7751,
"AUS","INDPROD","TOT","IDX2015","Q","2007-Q4",80.9179,
"AUS","INDPROD","TOT","IDX2015","Q","2008-Q1",82.66943,
"AUS","INDPROD","TOT","IDX2015","Q","2008-Q2",83.36913,
"AUS","INDPROD","TOT","IDX2015","Q","2008-Q3",83.65688,
"AUS","INDPROD","TOT","IDX2015","Q","2008-Q4",81.50129,
"AUS","INDPROD","TOT","IDX2015","Q","2009-Q1",80.99207,
"AUS","INDPROD","TOT","IDX2015","Q","2009-Q2",81.25432,
"AUS","INDPROD","TOT","IDX2015","Q","2009-Q3",82.3131,
"AUS","INDPROD","TOT","IDX2015","Q","2009-Q4",84.55621,
"AUS","INDPROD","TOT","IDX2015","Q","2010-Q1",86.04501,
"AUS","INDPROD","TOT","IDX2015","Q","2010-Q2",86.03611,
"AUS","INDPROD","TOT","IDX2015","Q","2010-Q3",85.92255,
"AUS","INDPROD","TOT","IDX2015","Q","2010-Q4",85.41998,
"AUS","INDPROD","TOT","IDX2015","Q","2011-Q1",83.88021,
"AUS","INDPROD","TOT","IDX2015","Q","2011-Q2",86.32661,
"AUS","INDPROD","TOT","IDX2015","Q","2011-Q3",87.94551,
"AUS","INDPROD","TOT","IDX2015","Q","2011-Q4",88.75468,
"AUS","INDPROD","TOT","IDX2015","Q","2012-Q1",89.05703,
"AUS","INDPROD","TOT","IDX2015","Q","2012-Q2",88.78726,
"AUS","INDPROD","TOT","IDX2015","Q","2012-Q3",91.02701,
"AUS","INDPROD","TOT","IDX2015","Q","2012-Q4",91.4627,
"AUS","INDPROD","TOT","IDX2015","Q","2013-Q1",90.90407,
"AUS","INDPROD","TOT","IDX2015","Q","2013-Q2",91.79345,
"AUS","INDPROD","TOT","IDX2015","Q","2013-Q3",93.28532,
"AUS","INDPROD","TOT","IDX2015","Q","2013-Q4",94.53478,
"AUS","INDPROD","TOT","IDX2015","Q","2014-Q1",95.91011,
"AUS","INDPROD","TOT","IDX2015","Q","2014-Q2",97.45206,
"AUS","INDPROD","TOT","IDX2015","Q","2014-Q3",98.51475,
"AUS","INDPROD","TOT","IDX2015","Q","2014-Q4",98.48493,
"AUS","INDPROD","TOT","IDX2015","Q","2015-Q1",99.01038,
"AUS","INDPROD","TOT","IDX2015","Q","2015-Q2",98.54206,
"AUS","INDPROD","TOT","IDX2015","Q","2015-Q3",101.0993,
"AUS","INDPROD","TOT","IDX2015","Q","2015-Q4",101.1954,
"AUS","INDPROD","TOT","IDX2015","Q","2016-Q1",102.8875,
"AUS","INDPROD","TOT","IDX2015","Q","2016-Q2",102.167,
"AUS","INDPROD","TOT","IDX2015","Q","2016-Q3",101.7313,
"AUS","INDPROD","TOT","IDX2015","Q","2016-Q4",102.4879,
"AUS","INDPROD","TOT","IDX2015","Q","2017-Q1",101.9165,
"AUS","INDPROD","TOT","IDX2015","Q","2017-Q2",103.3715,
"AUS","INDPROD","TOT","IDX2015","Q","2017-Q3",104.5816,
"AUS","INDPROD","TOT","IDX2015","Q","2017-Q4",104.867,
"AUS","INDPROD","TOT","IDX2015","Q","2018-Q1",107.3356,
"AUS","INDPROD","TOT","IDX2015","Q","2018-Q2",107.8951,
"AUS","INDPROD","TOT","IDX2015","Q","2018-Q3",107.8121,
"AUS","INDPROD","TOT","IDX2015","Q","2018-Q4",108.3642,
"AUS","INDPROD","TOT","IDX2015","Q","2019-Q1",108.8427,
"AUS","INDPROD","TOT","IDX2015","Q","2019-Q2",109.86,
"AUS","INDPROD","TOT","IDX2015","Q","2019-Q3",110.8443,
"AUS","INDPROD","TOT","IDX2015","Q","2019-Q4",111.3859,
"AUS","INDPROD","TOT","IDX2015","Q","2020-Q1",111.2599,
"AUS","INDPROD","TOT","IDX2015","Q","2020-Q2",108.2811,
"AUS","INDPROD","TOT","IDX2015","Q","2020-Q3",108.7139,
"AUS","INDPROD","TOT","IDX2015","Q","2020-Q4",109.0623,
"AUS","INDPROD","TOT","IDX2015","Q","2021-Q1",110.0678,
"AUS","INDPROD","TOT","IDX2015","Q","2021-Q2",110.2718,
"AUS","INDPROD","TOT","IDX2015","Q","2021-Q3",110.2839,
"AUS","INDPROD","TOT","IDX2015","Q","2021-Q4",110.1259,
"AUS","INDPROD","TOT","IDX2015","Q","2022-Q1",109.8799,
"AUS","INDPROD","TOT","IDX2015","Q","2022-Q2",110.249,
"AUS","INDPROD","TOT","IDX2015","Q","2022-Q3",111.4863,
"AUT","INDPROD","TOT","IDX2015","Q","1959-Q4",13.94612,
"AUT","INDPROD","TOT","IDX2015","Q","1960-Q1",14.35022,
"AUT","INDPROD","TOT","IDX2015","Q","1960-Q2",14.76034,
"AUT","INDPROD","TOT","IDX2015","Q","1960-Q3",15.02953,
"AUT","INDPROD","TOT","IDX2015","Q","1960-Q4",15.43861,
"AUT","INDPROD","TOT","IDX2015","Q","1961-Q1",15.35841,
"AUT","INDPROD","TOT","IDX2015","Q","1961-Q2",15.39745,
"AUT","INDPROD","TOT","IDX2015","Q","1961-Q3",15.55492,
"AUT","INDPROD","TOT","IDX2015","Q","1961-Q4",15.69347,
"AUT","INDPROD","TOT","IDX2015","Q","1962-Q1",15.83385,
"AUT","INDPROD","TOT","IDX2015","Q","1962-Q2",15.81943,
"AUT","INDPROD","TOT","IDX2015","Q","1962-Q3",16.05883,
"AUT","INDPROD","TOT","IDX2015","Q","1962-Q4",15.98797,
"AUT","INDPROD","TOT","IDX2015","Q","1963-Q1",16.08483,
"AUT","INDPROD","TOT","IDX2015","Q","1963-Q2",16.61381,
"AUT","INDPROD","TOT","IDX2015","Q","1963-Q3",16.78987,
"AUT","INDPROD","TOT","IDX2015","Q","1963-Q4",17.11155,
"AUT","INDPROD","TOT","IDX2015","Q","1964-Q1",17.69152,
"AUT","INDPROD","TOT","IDX2015","Q","1964-Q2",17.89555,
"AUT","INDPROD","TOT","IDX2015","Q","1964-Q3",18.01938,
"AUT","INDPROD","TOT","IDX2015","Q","1964-Q4",18.20329,
"AUT","INDPROD","TOT","IDX2015","Q","1965-Q1",18.58561,
"AUT","INDPROD","TOT","IDX2015","Q","1965-Q2",18.56267,
"AUT","INDPROD","TOT","IDX2015","Q","1965-Q3",18.97321,
"AUT","INDPROD","TOT","IDX2015","Q","1965-Q4",18.86579,
"AUT","INDPROD","TOT","IDX2015","Q","1966-Q1",19.41141,
"AUT","INDPROD","TOT","IDX2015","Q","1966-Q2",19.51625,
"AUT","INDPROD","TOT","IDX2015","Q","1966-Q3",19.4613,
"AUT","INDPROD","TOT","IDX2015","Q","1966-Q4",20.06391,
"AUT","INDPROD","TOT","IDX2015","Q","1967-Q1",19.57267,
"AUT","INDPROD","TOT","IDX2015","Q","1967-Q2",19.82733,
"AUT","INDPROD","TOT","IDX2015","Q","1967-Q3",19.52836,
"AUT","INDPROD","TOT","IDX2015","Q","1967-Q4",20.12848,
"AUT","INDPROD","TOT","IDX2015","Q","1968-Q1",20.37619,
"AUT","INDPROD","TOT","IDX2015","Q","1968-Q2",21.1771,
"AUT","INDPROD","TOT","IDX2015","Q","1968-Q3",21.70249,
"AUT","INDPROD","TOT","IDX2015","Q","1968-Q4",21.66194,
"AUT","INDPROD","TOT","IDX2015","Q","1969-Q1",22.71033,
"AUT","INDPROD","TOT","IDX2015","Q","1969-Q2",23.41468,
"AUT","INDPROD","TOT","IDX2015","Q","1969-Q3",24.20666,
"AUT","INDPROD","TOT","IDX2015","Q","1969-Q4",24.13985,
"AUT","INDPROD","TOT","IDX2015","Q","1970-Q1",24.88131,
"AUT","INDPROD","TOT","IDX2015","Q","1970-Q2",25.7205,
"AUT","INDPROD","TOT","IDX2015","Q","1970-Q3",26.13518,
"AUT","INDPROD","TOT","IDX2015","Q","1970-Q4",26.08265,
"AUT","INDPROD","TOT","IDX2015","Q","1971-Q1",27.13168,
"AUT","INDPROD","TOT","IDX2015","Q","1971-Q2",27.15407,
"AUT","INDPROD","TOT","IDX2015","Q","1971-Q3",27.27432,
"AUT","INDPROD","TOT","IDX2015","Q","1971-Q4",27.64061,
"AUT","INDPROD","TOT","IDX2015","Q","1972-Q1",28.15807,
"AUT","INDPROD","TOT","IDX2015","Q","1972-Q2",28.69863,
"AUT","INDPROD","TOT","IDX2015","Q","1972-Q3",29.32559,
"AUT","INDPROD","TOT","IDX2015","Q","1972-Q4",31.52682,
"AUT","INDPROD","TOT","IDX2015","Q","1973-Q1",29.95525,
"AUT","INDPROD","TOT","IDX2015","Q","1973-Q2",30.78586,
"AUT","INDPROD","TOT","IDX2015","Q","1973-Q3",31.24736,
"AUT","INDPROD","TOT","IDX2015","Q","1973-Q4",31.73826,
"AUT","INDPROD","TOT","IDX2015","Q","1974-Q1",32.66613,
"AUT","INDPROD","TOT","IDX2015","Q","1974-Q2",32.88113,
"AUT","INDPROD","TOT","IDX2015","Q","1974-Q3",32.77076,
"AUT","INDPROD","TOT","IDX2015","Q","1974-Q4",31.66439,
"AUT","INDPROD","TOT","IDX2015","Q","1975-Q1",31.08943,
"AUT","INDPROD","TOT","IDX2015","Q","1975-Q2",30.10406,
"AUT","INDPROD","TOT","IDX2015","Q","1975-Q3",30.01001,
"AUT","INDPROD","TOT","IDX2015","Q","1975-Q4",30.65702,
"AUT","INDPROD","TOT","IDX2015","Q","1976-Q1",31.2189,
"AUT","INDPROD","TOT","IDX2015","Q","1976-Q2",31.75259,
"AUT","INDPROD","TOT","IDX2015","Q","1976-Q3",32.56547,
"AUT","INDPROD","TOT","IDX2015","Q","1976-Q4",33.18628,
"AUT","INDPROD","TOT","IDX2015","Q","1977-Q1",33.29758,
"AUT","INDPROD","TOT","IDX2015","Q","1977-Q2",33.50093,
"AUT","INDPROD","TOT","IDX2015","Q","1977-Q3",33.42191,
"AUT","INDPROD","TOT","IDX2015","Q","1977-Q4",33.63326,
"AUT","INDPROD","TOT","IDX2015","Q","1978-Q1",33.6907,
"AUT","INDPROD","TOT","IDX2015","Q","1978-Q2",34.13153,
"AUT","INDPROD","TOT","IDX2015","Q","1978-Q3",34.56723,
"AUT","INDPROD","TOT","IDX2015","Q","1978-Q4",35.10721,
"AUT","INDPROD","TOT","IDX2015","Q","1979-Q1",35.67837,
"AUT","INDPROD","TOT","IDX2015","Q","1979-Q2",36.40899,
"AUT","INDPROD","TOT","IDX2015","Q","1979-Q3",37.64402,
"AUT","INDPROD","TOT","IDX2015","Q","1979-Q4",38.09557,
"AUT","INDPROD","TOT","IDX2015","Q","1980-Q1",38.31795,
"AUT","INDPROD","TOT","IDX2015","Q","1980-Q2",38.04598,
"AUT","INDPROD","TOT","IDX2015","Q","1980-Q3",37.39526,
"AUT","INDPROD","TOT","IDX2015","Q","1980-Q4",38.07544,
"AUT","INDPROD","TOT","IDX2015","Q","1981-Q1",37.46974,
"AUT","INDPROD","TOT","IDX2015","Q","1981-Q2",37.2922,
"AUT","INDPROD","TOT","IDX2015","Q","1981-Q3",37.09777,
"AUT","INDPROD","TOT","IDX2015","Q","1981-Q4",37.39805,
"AUT","INDPROD","TOT","IDX2015","Q","1982-Q1",37.97662,
"AUT","INDPROD","TOT","IDX2015","Q","1982-Q2",37.35938,
"AUT","INDPROD","TOT","IDX2015","Q","1982-Q3",36.88361,
"AUT","INDPROD","TOT","IDX2015","Q","1982-Q4",36.22552,
"AUT","INDPROD","TOT","IDX2015","Q","1983-Q1",36.31429,
"AUT","INDPROD","TOT","IDX2015","Q","1983-Q2",37.48174,
"AUT","INDPROD","TOT","IDX2015","Q","1983-Q3",38.13276,
"AUT","INDPROD","TOT","IDX2015","Q","1983-Q4",37.73114,
"AUT","INDPROD","TOT","IDX2015","Q","1984-Q1",38.52832,
"AUT","INDPROD","TOT","IDX2015","Q","1984-Q2",38.83214,
"AUT","INDPROD","TOT","IDX2015","Q","1984-Q3",39.91966,
"AUT","INDPROD","TOT","IDX2015","Q","1984-Q4",40.08009,
"AUT","INDPROD","TOT","IDX2015","Q","1985-Q1",40.84734,
"AUT","INDPROD","TOT","IDX2015","Q","1985-Q2",40.95459,
"AUT","INDPROD","TOT","IDX2015","Q","1985-Q3",41.72978,
"AUT","INDPROD","TOT","IDX2015","Q","1985-Q4",41.31032,
"AUT","INDPROD","TOT","IDX2015","Q","1986-Q1",41.86061,
"AUT","INDPROD","TOT","IDX2015","Q","1986-Q2",41.90506,
"AUT","INDPROD","TOT","IDX2015","Q","1986-Q3",41.51949,
"AUT","INDPROD","TOT","IDX2015","Q","1986-Q4",41.2937,
"AUT","INDPROD","TOT","IDX2015","Q","1987-Q1",41.34171,
"AUT","INDPROD","TOT","IDX2015","Q","1987-Q2",42.21269,
"AUT","INDPROD","TOT","IDX2015","Q","1987-Q3",41.94693,
"AUT","INDPROD","TOT","IDX2015","Q","1987-Q4",42.66165,
"AUT","INDPROD","TOT","IDX2015","Q","1988-Q1",42.74638,
"AUT","INDPROD","TOT","IDX2015","Q","1988-Q2",43.65861,
"AUT","INDPROD","TOT","IDX2015","Q","1988-Q3",44.54661,
"AUT","INDPROD","TOT","IDX2015","Q","1988-Q4",44.56688,
"AUT","INDPROD","TOT","IDX2015","Q","1989-Q1",45.10268,
"AUT","INDPROD","TOT","IDX2015","Q","1989-Q2",46.24922,
"AUT","INDPROD","TOT","IDX2015","Q","1989-Q3",46.73837,
"AUT","INDPROD","TOT","IDX2015","Q","1989-Q4",47.80146,
"AUT","INDPROD","TOT","IDX2015","Q","1990-Q1",49.25052,
"AUT","INDPROD","TOT","IDX2015","Q","1990-Q2",49.6133,
"AUT","INDPROD","TOT","IDX2015","Q","1990-Q3",49.82394,
"AUT","INDPROD","TOT","IDX2015","Q","1990-Q4",50.43376,
"AUT","INDPROD","TOT","IDX2015","Q","1991-Q1",50.59826,
"AUT","INDPROD","TOT","IDX2015","Q","1991-Q2",50.97264,
"AUT","INDPROD","TOT","IDX2015","Q","1991-Q3",50.73262,
"AUT","INDPROD","TOT","IDX2015","Q","1991-Q4",50.42037,
"AUT","INDPROD","TOT","IDX2015","Q","1992-Q1",50.32705,
"AUT","INDPROD","TOT","IDX2015","Q","1992-Q2",51.49358,
"AUT","INDPROD","TOT","IDX2015","Q","1992-Q3",49.52226,
"AUT","INDPROD","TOT","IDX2015","Q","1992-Q4",48.89918,
"AUT","INDPROD","TOT","IDX2015","Q","1993-Q1",49.29599,
"AUT","INDPROD","TOT","IDX2015","Q","1993-Q2",48.75799,
"AUT","INDPROD","TOT","IDX2015","Q","1993-Q3",49.21629,
"AUT","INDPROD","TOT","IDX2015","Q","1993-Q4",49.62748,
"AUT","INDPROD","TOT","IDX2015","Q","1994-Q1",49.96922,
"AUT","INDPROD","TOT","IDX2015","Q","1994-Q2",50.70679,
"AUT","INDPROD","TOT","IDX2015","Q","1994-Q3",51.00131,
"AUT","INDPROD","TOT","IDX2015","Q","1994-Q4",52.92496,
"AUT","INDPROD","TOT","IDX2015","Q","1995-Q1",53.50576,
"AUT","INDPROD","TOT","IDX2015","Q","1995-Q2",54.71276,
"AUT","INDPROD","TOT","IDX2015","Q","1995-Q3",53.63616,
"AUT","INDPROD","TOT","IDX2015","Q","1995-Q4",53.33688,
"AUT","INDPROD","TOT","IDX2015","Q","1996-Q1",53.24134,
"AUT","INDPROD","TOT","IDX2015","Q","1996-Q2",53.74813,
"AUT","INDPROD","TOT","IDX2015","Q","1996-Q3",54.78987,
"AUT","INDPROD","TOT","IDX2015","Q","1996-Q4",55.35297,
"AUT","INDPROD","TOT","IDX2015","Q","1997-Q1",57.18305,
"AUT","INDPROD","TOT","IDX2015","Q","1997-Q2",57.04228,
"AUT","INDPROD","TOT","IDX2015","Q","1997-Q3",58.47819,
"AUT","INDPROD","TOT","IDX2015","Q","1997-Q4",59.6607,
"AUT","INDPROD","TOT","IDX2015","Q","1998-Q1",62.58884,
"AUT","INDPROD","TOT","IDX2015","Q","1998-Q2",63.2364,
"AUT","INDPROD","TOT","IDX2015","Q","1998-Q3",64.10921,
"AUT","INDPROD","TOT","IDX2015","Q","1998-Q4",64.16552,
"AUT","INDPROD","TOT","IDX2015","Q","1999-Q1",63.77135,
"AUT","INDPROD","TOT","IDX2015","Q","1999-Q2",66.13638,
"AUT","INDPROD","TOT","IDX2015","Q","1999-Q3",66.78395,
"AUT","INDPROD","TOT","IDX2015","Q","1999-Q4",69.74023,
"AUT","INDPROD","TOT","IDX2015","Q","2000-Q1",68.55772,
"AUT","INDPROD","TOT","IDX2015","Q","2000-Q2",70.75382,
"AUT","INDPROD","TOT","IDX2015","Q","2000-Q3",71.93634,
"AUT","INDPROD","TOT","IDX2015","Q","2000-Q4",74.01981,
"AUT","INDPROD","TOT","IDX2015","Q","2001-Q1",73.68195,
"AUT","INDPROD","TOT","IDX2015","Q","2001-Q2",72.38682,
"AUT","INDPROD","TOT","IDX2015","Q","2001-Q3",73.23148,
"AUT","INDPROD","TOT","IDX2015","Q","2001-Q4",72.86546,
"AUT","INDPROD","TOT","IDX2015","Q","2002-Q1",72.41497,
"AUT","INDPROD","TOT","IDX2015","Q","2002-Q2",74.72369,
"AUT","INDPROD","TOT","IDX2015","Q","2002-Q3",73.28778,
"AUT","INDPROD","TOT","IDX2015","Q","2002-Q4",73.48487,
"AUT","INDPROD","TOT","IDX2015","Q","2003-Q1",77.06057,
"AUT","INDPROD","TOT","IDX2015","Q","2003-Q2",76.01883,
"AUT","INDPROD","TOT","IDX2015","Q","2003-Q3",76.46931,
"AUT","INDPROD","TOT","IDX2015","Q","2003-Q4",76.80717,
"AUT","INDPROD","TOT","IDX2015","Q","2004-Q1",78.29939,
"AUT","INDPROD","TOT","IDX2015","Q","2004-Q2",80.35472,
"AUT","INDPROD","TOT","IDX2015","Q","2004-Q3",82.38189,
"AUT","INDPROD","TOT","IDX2015","Q","2004-Q4",83.02946,
"AUT","INDPROD","TOT","IDX2015","Q","2005-Q1",81.48093,
"AUT","INDPROD","TOT","IDX2015","Q","2005-Q2",84.15566,
"AUT","INDPROD","TOT","IDX2015","Q","2005-Q3",85.02847,
